property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,m3m the marina,sector 68,1.31,1250,2,2,2,0,0,11,Relatively New,semifurnished,Low,1,10.48,26.2,High Floor
flat,tata primanti,sector 72,5.03,2509,4,4,3+,0,1,39,Relatively New,unfurnished,Low,1,20.05,100.6,High Floor
flat,microtek greenburg,sector 86,2.49,2068,3,4,3,0,1,12,Relatively New,unfurnished,Medium,1,12.04,49.8,High Floor
flat,emaar digihomes,sector 62,5.15,2343,3,3,3,0,1,18,New Property,semifurnished,Low,1,21.98,103,High Floor
flat,emaar mgf emerald floors premier,sector 65,3.67,1975,4,4,3,1,1,2,Relatively New,unfurnished,Low,1,18.58,73.4,Low Floor
flat,sare crescent parc,sector 92,0.63,1109,2,2,2,0,0,2,Relatively New,unfurnished,Medium,1,5.68,12.6,Low Floor
flat,umang winter hills,sector 77,1.41,1829,3,4,3+,0,1,9,Relatively New,unfurnished,Low,1,7.71,28.2,Mid Floor
flat,dlf the ultima,sector 81,2.74,1650,3,3,3+,1,1,9,Relatively New,furnished,Low,1,16.61,54.8,Mid Floor
house,independent,sector 7,1.29,126,2,2,0,1,0,0,Old Property,unfurnished,Low,1,102.38,25.8,Low Floor
flat,mapsko royale ville,sector 82,1.57,2000,3,5,3+,0,1,10,Relatively New,semifurnished,Medium,1,7.85,31.4,Mid Floor
flat,ireo skyon,sector 60,3.67,2045,3,4,3+,0,1,5,Relatively New,semifurnished,High,1,17.95,73.4,Mid Floor
flat,godrej air,sector 85,1.8,1400,2,2,3,0,0,23,Undefined,unfurnished,Low,1,12.86,36,High Floor
flat,shree vardhman victoria,sector 70,1.41,1026,2,2,2,1,0,0,New Property,unfurnished,Low,1,13.74,28.2,Low Floor
flat,aipl the peaceful homes,sector 70a,3.21,2127,3,4,3,0,1,8,Relatively New,semifurnished,High,1,15.09,64.2,Mid Floor
flat,rof ananda,sector 95,0.49,610,2,2,1,0,0,4,New Property,unfurnished,Low,1,8.03,9.8,Mid Floor
house,independent,sector 50,14.92,3240,5,5,3,0,1,2,Moderately Old,unfurnished,Low,1,46.05,298.4,Low Floor
house,huda flats,sector 7,2.96,1350,5,3,3+,1,1,3,Old Property,unfurnished,Low,1,21.93,59.2,Mid Floor
house,vipul tatvam villa,sector 48,8.24,2592,3,4,3,1,1,2,Relatively New,semifurnished,Medium,1,31.79,164.8,Low Floor
flat,m3m skywalk,sector 74,2.9,1938,3,3,2,0,1,9,Relatively New,semifurnished,High,1,14.96,58,Mid Floor
house,independent,sector 13,2.9,400,10,10,2,0,0,1,Undefined,unfurnished,Low,1,72.5,58,Low Floor
flat,ramprastha primera,sector 37d,1.39,1700,3,3,3,0,0,9,Relatively New,unfurnished,High,1,8.18,27.8,Mid Floor
flat,shree vardhman victoria,sector 70,1.93,1527,3,5,3,0,1,7,Relatively New,semifurnished,High,1,12.64,38.6,Mid Floor
flat,indiabulls centrum park,sector 103,3.16,2602,4,6,3,0,1,5,Relatively New,unfurnished,Low,1,12.14,63.2,Mid Floor
house,bptp visionnaire,sector 70a,6.9,6000,4,4,3+,1,1,3,Relatively New,semifurnished,High,1,11.5,138,Mid Floor
flat,apex builders,sector 37,0.54,833,2,2,2,0,0,4,Relatively New,unfurnished,Low,1,6.48,10.8,Mid Floor
flat,raheja atlantis,sector 31,7.09,2663,4,5,3+,1,1,1,Relatively New,unfurnished,Medium,1,26.62,141.8,Low Floor
house,independent,sector 26,7.47,1800,5,5,3+,1,1,2,Old Property,unfurnished,Medium,1,41.5,149.4,Low Floor
flat,mapsko paradise,sector 83,1.22,1489,3,3,3,0,0,1,Moderately Old,unfurnished,Low,1,8.19,24.4,Low Floor
flat,pareena coban residences,sector 99,1.49,1790,3,3,3,0,1,3,Relatively New,unfurnished,Low,1,8.32,29.8,Mid Floor
flat,ats marigold,sector 89,1.93,1480,3,3,3,0,0,5,Under Construction,unfurnished,Medium,1,13.04,38.6,Mid Floor
flat,m3m heights,sector 65,3.6,1867,3,3,3,0,0,20,Under Construction,unfurnished,Medium,1,19.28,72,High Floor
flat,aipl the peaceful homes,sector 70a,3.09,1946,3,3,3,0,1,11,Relatively New,unfurnished,Medium,1,15.88,61.8,High Floor
flat,emaar digihomes,sector 62,2.7,1500,2,2,3,0,0,12,New Property,semifurnished,Low,1,18,54,High Floor
flat,shree vardhman flora,sector 90,0.83,1222,2,2,3,1,0,6,Relatively New,unfurnished,High,1,6.79,16.6,Mid Floor
flat,m3m golfestate,sector 65,7.6,3043,3,3,3,1,1,18,Relatively New,unfurnished,Medium,1,24.98,152,High Floor
flat,ild greens,sector 37,1.22,1697,3,3,3+,0,0,0,New Property,unfurnished,Medium,1,7.19,24.4,Low Floor
flat,bptp astaire gardens,sector 70a,1.55,1450,3,3,3+,0,0,2,Relatively New,furnished,Low,1,10.69,31,Low Floor
flat,la vida by tata housing,sector 113,2.38,1429,3,2,2,0,0,7,New Property,unfurnished,Low,1,16.66,47.6,Mid Floor
flat,m3m antalya hills,sector 79,1.48,1200,3,3,3+,1,0,1,Under Construction,unfurnished,Medium,1,12.33,29.6,Low Floor
flat,orchid petals,sector 49,3.16,1865,3,3,3,1,0,0,Relatively New,unfurnished,Low,1,16.94,63.2,Low Floor
flat,vatika gurgaon,sector 83,1.61,1700,3,3,2,0,1,12,Moderately Old,unfurnished,Medium,1,9.47,32.2,High Floor
flat,pyramid elite,sector 86,0.58,646,2,2,1,0,0,4,Under Construction,unfurnished,Medium,1,8.98,11.6,Mid Floor
house,ansals florence villa,sector 57,7.73,2700,4,5,2,0,1,2,Old Property,semifurnished,Low,1,28.63,154.6,Low Floor
flat,ireo skyon,sector 60,4.64,2604,4,5,3,0,1,24,Relatively New,semifurnished,Low,1,17.82,92.8,High Floor
flat,ss the leaf,sector 85,1.5,1550,2,3,3,0,0,10,Relatively New,unfurnished,Low,1,9.68,30,Mid Floor
house,independent,sector 105,0.71,56,2,4,0,0,0,2,Undefined,unfurnished,Low,1,126.79,14.2,Low Floor
house,eros rosewood villas,sector 49,3.55,1386,3,3,1,0,0,2,Old Property,semifurnished,Medium,1,25.61,71,Low Floor
flat,gls avenue 51,sector 92,0.58,833,3,3,1,0,0,10,Relatively New,unfurnished,Low,1,6.96,11.6,Mid Floor
flat,ambience creacions,sector 22,6.16,2500,3,4,3,0,1,7,Relatively New,furnished,Medium,1,24.64,123.2,Mid Floor
flat,antriksh heights,sector 84,1.16,1525,3,3,3+,0,0,12,Relatively New,unfurnished,High,1,7.61,23.2,High Floor
flat,pivotal devaan,sector 84,0.35,387,1,1,1,0,0,13,Relatively New,furnished,Low,1,9.04,7,High Floor
flat,godrej nature plus,sector 33,2.09,129.42,3,4,3+,0,1,3,New Property,unfurnished,Medium,1,161.49,41.8,Mid Floor
house,ss aaron ville,sector 49,8.37,3456,5,5,2,1,1,2,Relatively New,semifurnished,Low,1,24.22,167.4,Low Floor
flat,m3m soulitude,sector 89,1.61,1423,3,3,0,0,0,4,Undefined,unfurnished,Medium,1,11.31,32.2,Mid Floor
house,ardee city,sector 52,2.9,1800,3,3,3,0,1,4,New Property,semifurnished,Low,1,16.11,58,Mid Floor
flat,indiabulls enigma,sector 110,4.38,3077,4,5,3,0,1,3,Relatively New,unfurnished,Medium,1,14.23,87.6,Mid Floor
flat,emaar gurgaon greens,sector 102,1.74,1315,3,3,3,0,1,5,Relatively New,unfurnished,Medium,1,13.23,34.8,Mid Floor
flat,la vida by tata housing,sector 113,1.7,1199,2,2,2,0,0,3,Relatively New,unfurnished,Low,1,14.18,34,Mid Floor
house,eros rosewood city,sector 49,2.06,60,4,4,3,0,0,4,New Property,semifurnished,Low,1,343.33,41.2,Mid Floor
house,independent,sector 25,8.37,1800,4,3,3,1,0,3,Moderately Old,unfurnished,Low,1,46.5,167.4,Mid Floor
flat,ats kocoon,sector 109,2.84,1860,3,4,3,0,1,8,Relatively New,unfurnished,High,1,15.27,56.8,Mid Floor
flat,mapsko royale ville,sector 82,1.25,1620,3,4,2,0,1,16,Relatively New,unfurnished,Medium,1,7.72,25,High Floor
house,u block dlf phase 3 road no 21,sector 24,2.06,540,7,5,3+,0,0,4,Old Property,unfurnished,Low,1,38.15,41.2,Mid Floor
house,independent,sector 39,6.63,3660,5,5,0,0,0,1,Relatively New,unfurnished,Low,1,18.11,132.6,Low Floor
house,vipul tatvam villa,sector 48,10.82,4000,4,5,3+,1,1,2,Moderately Old,semifurnished,Low,1,27.05,216.4,Low Floor
flat,ramprastha skyz,sector 37d,1.41,1561,3,3,3+,0,0,7,Under Construction,unfurnished,Medium,1,9.03,28.2,Mid Floor
flat,ambience creacions,sector 22,5.28,2069,3,3,3+,0,0,2,New Property,furnished,Medium,1,25.52,105.6,Low Floor
flat,chd avenue,sector 71,1.49,1577,3,3,3,0,1,5,Moderately Old,semifurnished,Medium,1,9.45,29.8,Mid Floor
flat,shree vardhman flora,sector 90,1.03,1350,2,3,2,0,0,0,Undefined,unfurnished,Medium,1,7.63,20.6,Low Floor
flat,sare homes,sector 92,1.53,2533,4,3,3,0,1,14,Relatively New,unfurnished,Medium,1,6.04,30.6,High Floor
flat,hsiidc sidco shivalik apartments,manesar,0.78,1277,3,2,2,0,0,5,Moderately Old,unfurnished,Medium,1,6.11,15.6,Mid Floor
flat,smart world gems,sector 89,1.36,1103,2,2,2,1,0,4,Under Construction,unfurnished,Low,1,12.33,27.2,Mid Floor
flat,corona optus,sector 37,1.85,1834,3,3,3+,0,1,2,Relatively New,unfurnished,Low,1,10.09,37,Low Floor
flat,m3m woodshire,sector 107,1.74,1950,3,4,3+,0,1,8,Relatively New,semifurnished,Medium,1,8.92,34.8,Mid Floor
flat,orris aster court premier,sector 85,1.87,1616,3,4,2,0,1,3,New Property,unfurnished,Low,1,11.57,37.4,Mid Floor
flat,spaze privvy the address,sector 93,1.61,1350,3,4,2,0,0,12,Relatively New,semifurnished,Medium,1,11.93,32.2,High Floor
flat,m3m golf hills phase 1,sector 79,2.19,1570,3,2,3,0,0,10,Undefined,unfurnished,Low,1,13.95,43.8,Mid Floor
flat,puri emerald bay,sector 104,2.9,2303,3,4,3+,0,1,4,Relatively New,semifurnished,High,1,12.59,58,Mid Floor
flat,parsvnath green ville,sector 48,2.06,1895,3,3,3+,0,0,8,Old Property,semifurnished,Low,1,10.87,41.2,Mid Floor
house,independent,sector 12,1.8,166,2,2,1,0,0,2,Old Property,unfurnished,Low,1,108.43,36,Low Floor
flat,today callidora,sector 73,1.16,1622,3,3,3,0,1,3,Under Construction,unfurnished,Medium,1,7.15,23.2,Mid Floor
house,house number b-34,sector 5,1.03,900,2,2,1,0,0,1,Old Property,unfurnished,Low,1,11.44,20.6,Low Floor
flat,dlf new town heights,sector 90,2.51,2456,4,4,3+,0,1,24,Relatively New,unfurnished,High,1,10.22,50.2,High Floor
flat,the center court,sector 88a,2.7,1745,4,4,3,1,1,0,New Property,unfurnished,Medium,1,15.47,54,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,1100,2,2,2,0,0,10,Relatively New,unfurnished,Medium,1,14.55,32,Mid Floor
flat,vatika gurgaon,sector 83,1.08,1127,2,2,2,0,0,7,Moderately Old,semifurnished,High,1,9.58,21.6,Mid Floor
flat,vatika sovereign park,sector 99,3.16,2516,3,4,3,0,1,1,New Property,semifurnished,High,1,12.56,63.2,Low Floor
flat,ss the leaf,sector 85,2.41,2225,3,4,3,0,0,7,Relatively New,unfurnished,Low,1,10.83,48.2,Mid Floor
house,"nirmal enclave, maruti kunj road",sector 11,0.31,450,2,2,0,0,0,2,Relatively New,unfurnished,Low,1,6.89,6.2,Low Floor
flat,gls arawali homes,sohna road,0.41,476,2,1,0,0,0,0,Undefined,unfurnished,Low,1,8.61,8.2,Low Floor
house,independent,sector 43,7.41,1935,4,4,2,0,1,2,Old Property,unfurnished,Low,1,38.29,148.2,Low Floor
house,independent,sector 105,0.9,1200,3,2,2,0,0,1,Undefined,unfurnished,Low,1,7.5,18,Low Floor
house,independent,sector 24,3.55,3000,7,7,3+,0,0,3,Moderately Old,semifurnished,Low,1,11.83,71,Mid Floor
flat,the pearl apartmen,sector 15,0.56,856,2,2,1,0,0,2,Relatively New,semifurnished,Low,1,6.54,11.2,Low Floor
flat,the close north,sector 50,3.76,2600,3,3,3,0,1,10,Moderately Old,semifurnished,High,1,14.46,75.2,Mid Floor
flat,emaar palm gardens,sector 83,2.31,1667,3,4,3+,0,1,6,Relatively New,semifurnished,Medium,1,13.86,46.2,Mid Floor
house,independent,sector 25,10.31,11111,3,9,2,0,0,3,New Property,unfurnished,Low,1,9.28,206.2,Mid Floor
flat,hcbs sports ville,sohna road,0.38,577,2,2,1,0,0,4,Relatively New,unfurnished,Low,1,6.59,7.6,Mid Floor
flat,experion the heartsong,sector 108,2,1750,3,3,3+,0,1,7,Relatively New,semifurnished,High,1,11.43,40,Mid Floor
house,suncity township,sector 54,32.2,8036,4,4,3+,1,1,2,Moderately Old,unfurnished,Low,1,40.07,644,Low Floor
house,independent,sector 2,25.11,7200,8,9,3+,1,1,2,New Property,unfurnished,Medium,1,34.88,502.2,Low Floor
flat,ss the leaf,sector 85,1.36,1484,2,2,3,0,0,6,Relatively New,unfurnished,Low,1,9.16,27.2,Mid Floor
flat,tulip violet,sector 69,2.19,1783,4,4,1,0,0,12,Relatively New,unfurnished,Medium,1,12.28,43.8,High Floor
flat,dhoot time residency,sector 63,3.86,1642,3,3,3+,0,1,14,Relatively New,semifurnished,Low,1,23.51,77.2,High Floor
flat,raheja vedaanta,sector 108,1.03,1663,3,3,3,0,0,9,Relatively New,unfurnished,High,1,6.19,20.6,Mid Floor
flat,m3m golfestate,sector 65,6.36,2754,3,4,3,0,1,15,Moderately Old,unfurnished,High,1,23.09,127.2,High Floor
house,international city by sobha phase 2,sector 109,12.11,3600,5,6,3+,1,1,2,Relatively New,semifurnished,Medium,1,33.64,242.2,Low Floor
flat,shree vardhman victoria,sector 70,2.1,1527,3,3,3,0,1,5,New Property,unfurnished,Low,1,13.75,42,Mid Floor
flat,laxmi apartment sector 99a gurgaon,sector 99,0.39,600,2,2,1,0,0,4,New Property,unfurnished,Low,1,6.5,7.8,Mid Floor
flat,sare crescent parc,sector 92,0.66,1131,3,2,2,0,0,2,Relatively New,unfurnished,Medium,1,5.84,13.2,Low Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.65,1100,2,2,3,0,0,10,Relatively New,unfurnished,Low,1,15,33,Mid Floor
flat,signature global park,sohna road,0.7,833,2,2,2,0,0,4,Under Construction,unfurnished,Medium,1,8.4,14,Mid Floor
flat,ramprastha the atrium,sector 37d,1.29,1163,3,3,2,0,0,4,Relatively New,unfurnished,Low,1,11.09,25.8,Mid Floor
flat,umang monsoon breeze,sector 78,1.16,1900,3,3,2,0,1,1,Moderately Old,unfurnished,Medium,1,6.11,23.2,Low Floor
flat,sare crescent parc,sector 92,1.29,2093,4,4,3,0,0,9,Undefined,unfurnished,Low,1,6.16,25.8,Mid Floor
flat,green court,sector 90,0.58,696,2,2,1,0,0,2,New Property,semifurnished,Low,1,8.33,11.6,Low Floor
flat,bestech park view sanskruti,sector 92,2.36,2104,4,3,3,0,1,8,New Property,unfurnished,Medium,1,11.22,47.2,Mid Floor
house,vatika india next,sector 82,8.76,3240,4,4,3+,0,1,3,Relatively New,furnished,Medium,1,27.04,175.2,Mid Floor
flat,m3m merlin,sector 67,4.38,2016,3,4,3,0,1,16,Relatively New,semifurnished,High,1,21.73,87.6,High Floor
flat,emaar gurgaon greens,sector 102,1.8,1315,3,3,3,0,1,3,Relatively New,unfurnished,Medium,1,13.69,36,Mid Floor
flat,bptp pedestal,sector 70a,2.06,1750,3,3,3,0,1,2,New Property,unfurnished,Medium,1,11.77,41.2,Low Floor
flat,m3m woodshire,sector 107,1.03,1236,2,2,3+,0,0,14,New Property,unfurnished,Medium,1,8.33,20.6,High Floor
flat,vatika the seven lamps,sector 82,1.65,1800,3,3,3,1,0,3,Relatively New,semifurnished,High,1,9.17,33,Mid Floor
flat,orris carnation residency,sector 85,1.03,1390,3,4,3,0,1,4,Relatively New,semifurnished,Low,1,7.41,20.6,Mid Floor
flat,tulip violet,sector 69,1.8,1428,3,3,2,0,0,2,Relatively New,unfurnished,Medium,1,12.61,36,Low Floor
flat,m3m woodshire,sector 107,1.79,2057,3,4,3+,0,1,6,Relatively New,semifurnished,High,1,8.7,35.8,Mid Floor
flat,tarc maceo,sector 91,2.31,2578,4,3,3+,1,0,0,Relatively New,furnished,Low,1,8.96,46.2,Low Floor
flat,pgr shree kripaluji apartment,sector 52,1.8,2556,3,3,3+,0,0,8,Relatively New,semifurnished,Medium,1,7.04,36,Mid Floor
flat,dlf regency park,sector 28,3.03,1700,3,4,3,0,1,8,Old Property,semifurnished,Medium,1,17.82,60.6,Mid Floor
flat,dlf new town heights,sector 86,1.61,1747,3,4,3+,0,1,2,Relatively New,unfurnished,Medium,1,9.22,32.2,Low Floor
flat,capital residences 360,sector 70a,2,1600,3,3,3,1,1,8,Relatively New,unfurnished,Low,1,12.5,40,Mid Floor
flat,siddhartha apartment,sector 95,0.92,1800,3,3,2,0,0,4,Relatively New,unfurnished,Low,1,5.11,18.4,Mid Floor
house,independent,sector 8,0.8,550,3,1,0,0,0,2,Undefined,unfurnished,Low,1,14.55,16,Low Floor
flat,signature global solera,sector 107,0.47,608,2,2,2,0,0,8,Relatively New,unfurnished,Low,1,7.73,9.4,Mid Floor
flat,imperia the esfera,sector 37,1.27,1660,3,4,3,0,1,9,Relatively New,unfurnished,Low,1,7.65,25.4,Mid Floor
flat,signature global orchard avenue,sector 93,0.49,661,2,2,2,0,0,7,Relatively New,unfurnished,Low,1,7.41,9.8,Mid Floor
flat,ats triumph,sector 104,2.96,2544,3,4,3+,0,1,15,New Property,unfurnished,Medium,1,11.64,59.2,High Floor
flat,signature global orchard avenue,sector 93,0.47,604,2,2,2,0,0,6,Relatively New,unfurnished,Low,1,7.78,9.4,Mid Floor
house,independent,sector 9,0.28,37,2,2,2,0,0,1,Undefined,unfurnished,Low,1,75.68,5.6,Low Floor
house,independent,sector 4,4.18,2250,3,3,2,0,0,2,Old Property,unfurnished,Low,1,18.58,83.6,Low Floor
flat,adani brahma samsara vilasa,sector 63,4.38,3077,3,3,3+,0,0,1,New Property,unfurnished,Medium,1,14.23,87.6,Low Floor
flat,la vida by tata housing,sector 113,2.26,1424,2,2,3,1,0,10,Relatively New,unfurnished,Medium,1,15.87,45.2,Mid Floor
house,independent,sector 31,4.5,1449,4,4,3,0,0,2,Old Property,semifurnished,Medium,1,31.06,90,Low Floor
flat,tulip violet,sector 69,1.88,1428,3,3,2,0,0,0,Relatively New,semifurnished,High,1,13.17,37.6,Low Floor
flat,zara aavaas,sector 104,0.33,301,1,1,2,0,0,0,Relatively New,unfurnished,Medium,1,10.96,6.6,Low Floor
flat,ireo skyon,sector 60,3.41,2037,3,4,3+,0,1,7,Moderately Old,semifurnished,High,1,16.74,68.2,Mid Floor
flat,shapoorji pallonji joyville,sector 102,1.41,915,2,2,1,0,0,7,Undefined,unfurnished,Low,1,15.41,28.2,Mid Floor
flat,whiteland blissville,sector 76,2.47,1672,3,3,2,0,0,2,Undefined,unfurnished,Medium,1,14.77,49.4,Low Floor
flat,central park flower valley,sohna road,2.12,1051,3,3,0,0,0,1,Undefined,unfurnished,Medium,1,20.17,42.4,Low Floor
flat,eldeco accolade,sohna road,0.91,1131,2,2,3+,1,0,10,Relatively New,unfurnished,Low,1,8.05,18.2,Mid Floor
house,independent,sector 3,1.16,1008,3,1,0,0,0,1,Undefined,unfurnished,Low,1,11.51,23.2,Low Floor
flat,conscient elevate,sector 59,8.7,2567,4,4,2,0,1,10,New Property,unfurnished,Low,1,33.89,174,Mid Floor
flat,ss the coralwood,sector 84,1.3,1475,3,3,2,0,0,18,Relatively New,unfurnished,Low,1,8.81,26,High Floor
flat,ss the leaf,sector 85,1.41,1464,2,2,3+,0,0,3,Relatively New,unfurnished,Medium,1,9.63,28.2,Mid Floor
flat,mvn athens,sohna road,0.32,535,2,2,1,0,0,3,Relatively New,unfurnished,Medium,1,5.98,6.4,Mid Floor
house,nirvana country,sector 50,12.88,7000,5,7,2,0,1,4,Moderately Old,furnished,Low,1,18.4,257.6,Mid Floor
house,independent,sector 13,0.8,192,6,6,0,0,0,3,Undefined,unfurnished,Low,1,41.67,16,Mid Floor
flat,kamal residence,sohna road,0.51,582,2,2,1,0,0,0,New Property,semifurnished,Low,1,8.76,10.2,Low Floor
house,independent,sector 4,0.6,1350,3,4,0,0,0,3,Undefined,unfurnished,Low,1,4.44,12,Mid Floor
flat,sare green parc phase 3,sector 92,1.39,1891,4,4,2,0,1,16,New Property,unfurnished,Medium,1,7.35,27.8,High Floor
flat,ats triumph,sector 104,3.35,2851,4,4,3+,0,1,12,Relatively New,unfurnished,Medium,1,11.75,67,High Floor
flat,dlf the belaire,sector 54,12.88,3000,4,5,3+,0,1,17,Moderately Old,furnished,High,1,42.93,257.6,High Floor
flat,tulip leaf,sector 69,2.67,1640,3,3,3,0,0,16,Relatively New,unfurnished,Low,1,16.28,53.4,High Floor
flat,ramprastha city,dwarka expressway,1.68,1303,3,3,2,0,0,3,Under Construction,unfurnished,Low,1,12.89,33.6,Mid Floor
flat,smart world orchard,sector 61,3.35,1766,3,3,2,0,0,2,New Property,unfurnished,Low,1,18.97,67,Low Floor
house,independent,sector 43,2.77,1650,1,1,0,0,0,1,Undefined,unfurnished,Low,1,16.79,55.4,Low Floor
flat,smart world orchard,sector 61,2,1041,2,2,1,1,0,3,Under Construction,unfurnished,Low,1,19.21,40,Mid Floor
flat,godrej nature plus,sector 33,1.74,1409,3,2,3+,0,0,17,New Property,unfurnished,Low,1,12.35,34.8,High Floor
flat,godrej nature plus,sector 33,1.74,1484,3,2,3+,0,0,7,Under Construction,unfurnished,Low,1,11.73,34.8,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.31,1531,3,3,3,0,0,5,Relatively New,unfurnished,Low,1,15.09,46.2,Mid Floor
flat,emaar gurgaon greens,sector 102,1.68,1388,3,3,3,0,1,7,Relatively New,unfurnished,Medium,1,12.1,33.6,Mid Floor
flat,bestech altura,sector 79,2.21,1695,3,4,3+,0,1,5,Relatively New,semifurnished,High,1,13.04,44.2,Mid Floor
flat,signature global solera,sector 107,0.35,543,2,2,2,0,0,0,Relatively New,unfurnished,Low,1,6.45,7,Low Floor
flat,dlf park place,sector 54,8.7,2076,4,4,2,0,1,8,Moderately Old,furnished,Medium,1,41.91,174,Mid Floor
flat,indiabulls centrum park,sector 103,1.72,1560,3,3,3+,1,0,13,Relatively New,unfurnished,Medium,1,11.03,34.4,High Floor
flat,supertech new soft launch,sector 68,1.08,1180,2,2,2,0,0,7,Undefined,unfurnished,Low,1,9.15,21.6,Mid Floor
flat,emaar mgf the palm drive,sector 66,3.86,1950,3,3,2,0,1,12,Relatively New,unfurnished,Medium,1,19.79,77.2,High Floor
house,ansal sushant lok plots,sector 43,9.02,2700,5,5,3+,1,1,3,Relatively New,semifurnished,Low,1,33.41,180.4,Mid Floor
flat,orchid petals,sector 49,6.17,3724,5,5,3+,1,1,14,Relatively New,unfurnished,Low,1,16.57,123.4,High Floor
house,ansal api esencia,sector 67,7.03,2259,4,5,3+,1,0,2,Relatively New,semifurnished,Medium,1,31.12,140.6,Low Floor
flat,godrej nature plus,sector 33,1.87,118,3,2,3+,1,0,20,Under Construction,unfurnished,Medium,1,158.47,37.4,High Floor
flat,smart world gems,sector 89,1.09,1226,2,2,2,1,0,2,Under Construction,unfurnished,Low,1,8.89,21.8,Low Floor
flat,adani brahma samsara vilasa,sector 63,5.78,3150,4,4,3+,0,0,3,New Property,semifurnished,Medium,1,18.35,115.6,Mid Floor
house,independent,sector 25,17.4,3618,5,6,3+,0,0,4,Old Property,semifurnished,Medium,1,48.09,348,Mid Floor
flat,la vida by tata housing,sector 113,3,2098,3,3,3,0,1,3,New Property,unfurnished,High,1,14.3,60,Mid Floor
flat,ireo the grand arch,sector 58,5.15,2164,3,4,3,0,1,5,Old Property,semifurnished,Low,1,23.8,103,Mid Floor
flat,emaar mgf emerald floors premier,sector 65,3.74,1975,4,4,3+,1,1,4,Relatively New,semifurnished,High,1,18.94,74.8,Mid Floor
house,independent,sector 56,4.18,1512,5,6,3+,0,0,4,Relatively New,semifurnished,Low,1,27.65,83.6,Mid Floor
flat,gls arawali homes,sohna road,0.39,516,2,2,2,0,0,10,Relatively New,unfurnished,Low,1,7.56,7.8,Mid Floor
flat,suncity avenue,sector 102,0.6,582,2,2,1,0,0,5,Relatively New,unfurnished,Medium,1,10.31,12,Mid Floor
flat,sidhartha ncr greens,sector 95,1.23,1720,3,3,3,0,0,8,New Property,unfurnished,Low,1,7.15,24.6,Mid Floor
flat,dlf regal gardens,sector 90,1.64,1500,3,3,3+,0,0,2,Relatively New,unfurnished,Medium,1,10.93,32.8,Low Floor
flat,smart world gems,sector 89,1.3,1226,2,2,2,1,0,4,Under Construction,unfurnished,Low,1,10.6,26,Mid Floor
house,independent,sector 105,1.68,1125,3,3,1,0,0,1,Undefined,unfurnished,Low,1,14.93,33.6,Low Floor
flat,signature global solera,sector 107,0.64,717,3,2,2,0,0,6,Relatively New,unfurnished,Low,1,8.93,12.8,Mid Floor
flat,shree vardhman flora,sector 90,1.64,2248,4,5,2,1,1,9,New Property,unfurnished,Medium,1,7.3,32.8,Mid Floor
flat,lotus elise,sector 99,1.22,1611,2,3,3,0,1,7,Relatively New,unfurnished,Low,1,7.57,24.4,Mid Floor
flat,godrej summit,sector 104,1.49,2018,3,4,3+,0,1,8,Relatively New,semifurnished,Medium,1,7.38,29.8,Mid Floor
flat,bestech park view residency,sector 2,1.8,1611,3,3,3+,0,0,8,Moderately Old,unfurnished,Medium,1,11.17,36,Mid Floor
flat,pareena coban residences,sector 99,1.31,1430,2,2,3,1,0,3,Relatively New,unfurnished,High,1,9.16,26.2,Mid Floor
flat,breez global hill view,sohna road,0.54,650,2,2,1,0,0,18,Relatively New,unfurnished,Low,1,8.31,10.8,High Floor
flat,experion the heartsong,sector 108,1.27,978.223232,2,3,3,1,1,12,Relatively New,unfurnished,Low,1,12.98,25.4,High Floor
house,independent,sector 12,1.29,3750,3,7,3+,0,0,3,Moderately Old,unfurnished,Low,1,3.44,25.8,Mid Floor
flat,godrej air,sector 85,2.36,2032,3,3,3+,0,0,18,Under Construction,unfurnished,Medium,1,11.61,47.2,High Floor
flat,dlf ridgewood estate,sector 28,2.58,1240,3,3,1,0,0,12,Old Property,semifurnished,Medium,1,20.81,51.6,High Floor
house,independent,sector 46,2.9,90,4,3,3,1,0,3,Relatively New,semifurnished,Low,1,322.22,58,Mid Floor
flat,umang winter hills,sector 77,1.29,1489,2,2,2,0,0,3,New Property,unfurnished,Medium,1,8.66,25.8,Mid Floor
house,independent,sector 11,1.74,3500,10,6,3+,0,0,3,Old Property,unfurnished,Low,1,4.97,34.8,Mid Floor
flat,the lions cghs,sector 56,2.64,2600,4,4,3+,0,0,7,Old Property,semifurnished,Medium,1,10.15,52.8,Mid Floor
flat,hcbs sports ville,sohna road,0.32,600,1,1,1,0,0,12,Relatively New,unfurnished,Low,1,5.33,6.4,High Floor
flat,ss the leaf,sector 85,2.38,2545,4,5,3+,0,0,1,Relatively New,unfurnished,Medium,1,9.35,47.6,Low Floor
flat,nagata group housing society,sector 1,1.09,2081,3,3,3+,0,1,4,Relatively New,unfurnished,Low,1,5.24,21.8,Mid Floor
flat,tata primanti,sector 72,5.15,2800,4,5,3+,0,1,9,Relatively New,semifurnished,High,1,18.39,103,Mid Floor
