property_type,society,sector,priceCr,area,bedRoom,bathroom,balcony,study room,servant room,floorNum,agePossession,furnishing_type,luxury_category,UserID,PricePerSquare,Rent,floor_category
flat,paras dews,sector 106,1.82,2131,4,6,3+,0,1,11,Relatively New,unfurnished,Medium,1,8.54,36.4,High Floor
house,independent,sector 38,10.31,3123,10,10,3+,0,0,1,Undefined,unfurnished,Low,1,33.01,206.2,Low Floor
flat,bestech park view spa next,sector 67,2.99,1764,3,4,3+,0,1,14,Moderately Old,semifurnished,Medium,1,16.95,59.8,High Floor
flat,karmyogi apartment,sector 10,2.96,3951,6,4,2,0,0,6,Moderately Old,unfurnished,Low,1,7.49,59.2,Mid Floor
flat,signature global park,sohna road,1.17,1599,3,3,3,0,0,1,Relatively New,unfurnished,High,1,7.32,23.4,Low Floor
house,dlf city plots phase 2,sector 25,13.85,3600,9,9,3+,0,1,3,Old Property,unfurnished,Medium,1,38.47,277,Mid Floor
flat,mvn athens,sohna road,0.27,500,1,1,1,0,0,11,New Property,unfurnished,Low,1,5.4,5.4,High Floor
house,independent,sector 4,6.44,4950,3,3,2,0,0,1,Old Property,unfurnished,Low,1,13.01,128.8,Low Floor
flat,the lions cghs,sector 56,2.64,2667,4,4,3+,0,0,8,Moderately Old,semifurnished,Low,1,9.9,52.8,Mid Floor
flat,vatika gurgaon,sector 83,1.71,2193,4,4,3,0,1,3,Relatively New,unfurnished,Low,1,7.8,34.2,Mid Floor
house,independent,sector 2,3.8,1845,4,4,3+,0,0,2,Old Property,unfurnished,Low,1,20.6,76,Low Floor
flat,ss the leaf,sector 85,2.38,2179,3,4,3,1,1,2,Relatively New,semifurnished,Low,1,10.92,47.6,Low Floor
flat,chd avenue,sector 71,1.22,1200,2,2,0,0,0,5,Undefined,unfurnished,Low,1,10.17,24.4,Mid Floor
flat,shree vardhman victoria,sector 70,1.48,1222,2,2,3,1,0,8,Relatively New,unfurnished,Low,1,12.11,29.6,Mid Floor
house,independent,sector 39,2.19,900,2,2,3+,0,1,3,Moderately Old,unfurnished,Low,1,24.33,43.8,Mid Floor
flat,ireo the corridors,sector 67a,2.09,1346,3,3,2,0,0,4,New Property,semifurnished,Medium,1,15.53,41.8,Mid Floor
flat,ambience creacions,sector 22,3.09,1200,2,2,2,0,0,8,Relatively New,furnished,Medium,1,25.75,61.8,Mid Floor
flat,dlf new town heights,sector 90,1.56,1929,3,3,3+,0,1,7,Relatively New,unfurnished,Medium,1,8.09,31.2,Mid Floor
flat,ss the leaf,sector 85,1.68,1406,2,2,3+,0,0,16,Relatively New,unfurnished,Medium,1,11.95,33.6,High Floor
flat,greenopolis,sector 89,1.68,2122,3,3,3+,0,1,1,New Property,unfurnished,Low,1,7.92,33.6,Low Floor
flat,shree vardhman victoria,sector 70,2.15,1527,3,5,3,0,1,5,Moderately Old,unfurnished,Medium,1,14.08,43,Mid Floor
flat,vatika the seven lamps,sector 82,1.29,1299,2,2,2,1,0,14,Relatively New,unfurnished,Medium,1,9.93,25.8,High Floor
flat,paras quartier,gwal pahari,7.6,4842,4,4,3+,1,1,19,New Property,semifurnished,High,1,15.7,152,High Floor
house,international city by sobha phase 1,sector 109,7.73,2430,4,5,3+,0,1,2,Relatively New,semifurnished,Medium,1,31.81,154.6,Low Floor
flat,denso haryana housing society,manesar,1.16,2321,3,3,3+,0,1,5,Moderately Old,unfurnished,Low,1,5,23.2,Mid Floor
flat,dlf new town heights,sector 90,1.98,2200,4,4,3+,0,1,12,Moderately Old,semifurnished,Medium,1,9,39.6,High Floor
house,tulip yellow,sector 69,3.8,1800,4,3,2,0,0,3,New Property,furnished,Medium,1,21.11,76,Mid Floor
house,independent,sector 23,5.15,2430,3,3,2,0,1,2,Moderately Old,semifurnished,Medium,1,21.19,103,Low Floor
flat,pareena mi casa,sector 68,2.45,2288,3,3,3+,0,1,1,Under Construction,unfurnished,Low,1,10.71,49,Low Floor
flat,bestech park view ananda,sector 81,1.74,1989,3,3,3+,0,0,8,Old Property,unfurnished,Medium,1,8.75,34.8,Mid Floor
flat,eldeco accolade,sohna road,1.41,1319,2,2,3+,1,0,17,Relatively New,semifurnished,Low,1,10.69,28.2,High Floor
flat,mapsko casa bella,sector 82,1.78,2294,4,5,3+,0,1,20,Relatively New,unfurnished,Medium,1,7.76,35.6,High Floor
flat,dlf the skycourt,sector 86,1.74,1746,3,3,1,0,0,9,Relatively New,unfurnished,Medium,1,9.97,34.8,Mid Floor
flat,experion the heartsong,sector 108,1.31,1283,2,3,3,1,0,4,Relatively New,unfurnished,Medium,1,10.21,26.2,Mid Floor
flat,dlf new town heights,sector 86,1.98,2139,4,4,3+,1,1,21,Moderately Old,unfurnished,Medium,1,9.26,39.6,High Floor
flat,dlf regal gardens,sector 90,2.12,1900,4,4,3+,0,0,8,Relatively New,unfurnished,Medium,1,11.16,42.4,Mid Floor
flat,orchid island,sector 51,2.19,1773,3,4,3,0,0,2,Moderately Old,unfurnished,Medium,1,12.35,43.8,Low Floor
house,independent,sector 2,6.43,2642,4,4,3+,0,1,3,Moderately Old,unfurnished,Low,1,24.34,128.6,Mid Floor
flat,vatika lifestyle homes,sector 83,1.48,1588,3,2,3,0,0,15,Relatively New,unfurnished,Low,1,9.32,29.6,High Floor
flat,signature global city 37d ph 2,sector 37d,1.74,1600,3,3,3+,0,0,3,Under Construction,unfurnished,Medium,1,10.88,34.8,Mid Floor
flat,smart world orchard,sector 61,2.19,1244,2,2,2,1,0,4,Under Construction,unfurnished,Medium,1,17.6,43.8,Mid Floor
flat,trisara our homes 3,sohna road,0.47,522,2,2,1,0,0,1,New Property,unfurnished,Low,1,9,9.4,Low Floor
flat,experion heartsong,dwarka expressway,1.39,1758,3,3,0,0,0,,Under Construction,unfurnished,Low,1,7.91,27.8,Low Floor
flat,m3m golfestate,sector 65,6.44,2800,3,3,3+,0,1,28,Relatively New,semifurnished,High,1,23,128.8,High Floor
flat,signature global park,sohna road,1.07,1244,3,2,2,0,0,1,New Property,unfurnished,Low,1,8.6,21.4,Low Floor
flat,pioneer park,sector 61,2.7,1592,3,3,3,0,0,15,Relatively New,semifurnished,Low,1,16.96,54,High Floor
flat,mapsko mount ville,sector 79,1.61,1154,3,3,3,1,0,22,Relatively New,unfurnished,High,1,13.95,32.2,High Floor
flat,ats triumph,sector 104,3.41,2898,4,4,3+,0,1,14,Relatively New,semifurnished,Low,1,11.77,68.2,High Floor
flat,ss the leaf,sector 85,1.41,1173,2,2,3,1,0,12,Relatively New,unfurnished,Medium,1,12.02,28.2,High Floor
house,bptp visionnaire,sector 70a,5.18,5500,4,4,3+,1,1,3,Relatively New,unfurnished,Medium,1,9.42,103.6,Mid Floor
house,ansal florence super,sector 57,4.83,1620,3,4,3,1,1,2,Moderately Old,semifurnished,Low,1,29.81,96.6,Low Floor
flat,alpha corp gurgaonone,sector 84,1.09,1158,2,2,3,0,0,6,Relatively New,semifurnished,Low,1,9.41,21.8,Mid Floor
house,independent,sector 6,0.64,600,3,3,2,0,0,2,Moderately Old,unfurnished,Low,1,10.67,12.8,Low Floor
flat,sare crescent parc royal greens phase 1,sector 92,1.01,1175,3,2,2,0,0,15,New Property,unfurnished,Low,1,8.6,20.2,High Floor
flat,godrej icon,sector 88a,2.26,1306,3,3,3+,0,0,6,New Property,unfurnished,Medium,1,17.3,45.2,Mid Floor
flat,ss the leaf,sector 85,2.84,2545,4,5,3+,0,0,4,Relatively New,unfurnished,Medium,1,11.16,56.8,Mid Floor
house,independent,sector 9,0.46,360,2,2,1,0,0,2,Old Property,unfurnished,Low,1,12.78,9.2,Low Floor
flat,pivotal devaan,sector 84,0.47,531,2,2,1,0,0,9,Relatively New,furnished,Medium,1,8.85,9.4,Mid Floor
flat,suncity platinum towers,sector 28,7.99,2000,3,4,3+,0,1,21,Relatively New,semifurnished,High,1,39.95,159.8,High Floor
house,independent,sector 57,10.31,2700,5,4,3,1,1,2,Relatively New,unfurnished,Low,1,38.19,206.2,Low Floor
flat,tata primanti,sector 72,4.13,2600,4,4,3+,0,1,8,Moderately Old,semifurnished,High,1,15.88,82.6,Mid Floor
flat,paras dews,sector 106,1.36,1539,2,2,2,0,0,5,New Property,unfurnished,Medium,1,8.84,27.2,Mid Floor
flat,bptp terra,sector 37d,2.21,1373,3,3,3,1,0,9,Relatively New,semifurnished,Low,1,16.1,44.2,Mid Floor
flat,dlf the skycourt,sector 86,2,1500,3,3,3+,0,0,12,Relatively New,furnished,High,1,13.33,40,High Floor
flat,ats marigold,sector 89,2.19,1944,3,3,3+,1,0,8,Under Construction,unfurnished,Medium,1,11.27,43.8,Mid Floor
flat,rof ananda,sector 95,0.48,716,3,2,1,0,0,6,Relatively New,semifurnished,Medium,1,6.7,9.6,Mid Floor
flat,viridian the plaza 106,sector 106,0.59,778,1,1,1,0,0,18,New Property,unfurnished,Medium,1,7.58,11.8,High Floor
flat,signature global city,sector 37d,0.88,644,2,2,3,0,0,9,New Property,unfurnished,Medium,1,13.66,17.6,Mid Floor
flat,eldeco accolade,sohna road,1.22,1131,2,2,3,1,0,8,Under Construction,unfurnished,Low,1,10.79,24.4,Mid Floor
flat,dlf regal gardens,sector 90,1.53,1562,3,3,2,0,0,11,Relatively New,unfurnished,Medium,1,9.8,30.6,High Floor
flat,hcbs sports ville,sohna road,0.41,577,2,2,2,0,0,2,New Property,unfurnished,Low,1,7.11,8.2,Low Floor
flat,smart world gems,sector 89,1.25,1103,2,2,3+,0,0,2,New Property,unfurnished,Low,1,11.33,25,Low Floor
house,independent,sector 50,8.37,3000,5,6,0,0,0,1,Undefined,unfurnished,Low,1,27.9,167.4,Low Floor
flat,raheja vedaanta,sector 108,1.09,1500,3,3,2,0,1,2,Relatively New,unfurnished,Medium,1,7.27,21.8,Low Floor
flat,vatika the seven lamps,sector 82,1.21,1299,2,2,2,1,0,12,Relatively New,semifurnished,Medium,1,9.31,24.2,High Floor
flat,antriksh heights,sector 84,0.93,1026,2,2,3+,1,0,4,Relatively New,unfurnished,High,1,9.06,18.6,Mid Floor
house,independent,sector 7,2.9,1440,3,3,2,0,0,2,Old Property,semifurnished,Low,1,20.14,58,Low Floor
flat,bptp terra,sector 37d,2.31,1983,4,3,3,1,0,12,Relatively New,semifurnished,Medium,1,11.65,46.2,High Floor
flat,godrej nature plus,sector 33,1.48,103,2,2,2,0,0,15,Under Construction,unfurnished,Low,1,143.69,29.6,High Floor
flat,unitech sunbreeze,sector 69,1.29,1826,4,3,0,0,0,0,Undefined,unfurnished,Low,1,7.06,25.8,Low Floor
flat,adani m2k oyster grande,sector 102,2.45,1605,3,4,3,0,1,21,Relatively New,unfurnished,Medium,1,15.26,49,High Floor
flat,breez global heights,sohna road,0.54,564,2,2,2,0,0,2,New Property,unfurnished,Medium,1,9.57,10.8,Low Floor
flat,signature global solera,sector 107,0.32,318,1,1,0,0,0,0,Undefined,unfurnished,Medium,1,10.06,6.4,Low Floor
house,independent,sector 2,7.22,3240,8,6,3+,1,1,,Moderately Old,unfurnished,Low,1,22.28,144.4,Low Floor
house,independent,sector 26,7.47,1800,4,3,2,0,0,2,Relatively New,unfurnished,Low,1,41.5,149.4,Low Floor
flat,bajrang apartments,sector 6,0.49,944,2,2,2,0,0,1,Moderately Old,unfurnished,Low,1,5.19,9.8,Low Floor
flat,m3m heights,sector 65,2.45,1358,2,2,2,0,0,40,Undefined,unfurnished,Low,1,18.04,49,High Floor
flat,sare homes,sector 92,1.61,2040,4,3,0,0,0,16,Under Construction,unfurnished,Low,1,7.89,32.2,High Floor
flat,smart world gems,sector 89,1.55,1064,3,3,3,0,0,3,Under Construction,unfurnished,Medium,1,14.57,31,Mid Floor
flat,adani m2k oyster grande,sector 102,2.51,2334,3,4,3,1,1,9,Relatively New,semifurnished,Medium,1,10.75,50.2,Mid Floor
flat,dlf the ultima,sector 81,2.96,1893,3,4,3+,0,1,6,New Property,furnished,High,1,15.64,59.2,Mid Floor
flat,capital residences 360,sector 70a,1.52,1400,2,2,3,0,0,7,New Property,unfurnished,Medium,1,10.86,30.4,Mid Floor
flat,godrej summit,sector 104,1.61,1669,3,4,3+,0,1,12,Relatively New,unfurnished,Medium,1,9.65,32.2,High Floor
flat,dlf the ultima,sector 81,2.91,1900,3,4,3+,0,1,17,New Property,furnished,High,1,15.32,58.2,High Floor
flat,shapoorji pallonji joyville gurugram,sector 102,3.09,1957,4,4,3+,0,0,15,Relatively New,unfurnished,Medium,1,15.79,61.8,High Floor
flat,dnha group housing society,manesar,0.97,1502,3,2,2,0,0,5,Moderately Old,unfurnished,Low,1,6.46,19.4,Mid Floor
flat,raheja vedas,sector 108,2.77,4600,3,4,3+,1,0,12,Relatively New,unfurnished,Low,1,6.02,55.4,High Floor
flat,shree vardhman flora,sector 90,1.61,2861,4,4,3,1,0,10,Relatively New,unfurnished,High,1,5.63,32.2,Mid Floor
flat,shree vardhman victoria,sector 70,2.12,1765,3,4,3,0,1,12,Relatively New,unfurnished,Medium,1,12.01,42.4,High Floor
flat,ramprastha the atrium,sector 37d,1.16,1185,3,3,2,0,0,13,Relatively New,furnished,Low,1,9.79,23.2,High Floor
flat,ss the leaf,sector 85,1.47,1604,2,2,3,0,0,16,Relatively New,unfurnished,Low,1,9.16,29.4,High Floor
house,independent,sector 26,19.32,4500,4,4,3,0,1,3,Moderately Old,semifurnished,Low,1,42.93,386.4,Mid Floor
flat,bestech altura,sector 79,2.21,2050,3,4,3,0,0,9,New Property,unfurnished,Low,1,10.78,44.2,Mid Floor
flat,signature andour heights,sector 71,0.71,600,2,2,1,0,0,7,Relatively New,semifurnished,Low,1,11.83,14.2,Mid Floor
house,independent,sector 21,2.06,120,5,5,2,0,0,3,Relatively New,unfurnished,Low,1,171.67,41.2,Mid Floor
flat,smart world orchard,sector 61,2.45,1137,3,3,3,0,0,1,New Property,unfurnished,Low,1,21.55,49,Low Floor
flat,antriksh heights,sector 84,1.08,1561,3,3,3+,0,0,8,New Property,unfurnished,Medium,1,6.92,21.6,Mid Floor
flat,ansal housing highland park,sector 103,2.58,2416,4,5,3+,0,1,14,New Property,unfurnished,Low,1,10.68,51.6,High Floor
flat,apna enclave,sector 3,1.03,1000,3,3,1,0,0,0,Old Property,unfurnished,Low,1,10.3,20.6,Low Floor
flat,adani m2k oyster grande,sector 102,3.36,2200,3,3,3,1,1,14,Relatively New,unfurnished,Low,1,15.27,67.2,High Floor
flat,signature global superbia,sector 95,0.51,661,2,2,3,0,0,2,Under Construction,unfurnished,Low,1,7.72,10.2,Low Floor
flat,signature global city 92,sector 92,1,846,2,2,3,0,0,2,Under Construction,unfurnished,Low,1,11.82,20,Low Floor
house,ansal api spanish court,sector 2,3.74,1557,4,4,3,0,0,2,Relatively New,semifurnished,Low,1,24.02,74.8,Low Floor
flat,ireo uptown,sector 66,1.7,1048,2,2,2,0,0,6,Relatively New,unfurnished,Low,1,16.22,34,Mid Floor
flat,la vida by tata housing,sector 113,3.03,1930,3,4,3,0,1,3,Relatively New,unfurnished,High,1,15.7,60.6,Mid Floor
flat,tarc maceo,sector 91,1.12,1148,2,2,2,0,0,9,Relatively New,unfurnished,Medium,1,9.76,22.4,Mid Floor
flat,smriti apartment,sector 56,0.78,543,1,1,1,0,0,2,Moderately Old,unfurnished,Low,1,14.36,15.6,Low Floor
flat,sobha city,sector 108,3,1711,3,3,3,0,0,17,Relatively New,semifurnished,High,1,17.53,60,High Floor
flat,experion windchants,sector 112,7.22,3655.35,4,6,3+,0,1,8,Relatively New,semifurnished,High,1,19.75,144.4,Mid Floor
flat,raheja vedaanta,sector 108,0.9,1505,2,2,2,0,0,12,Undefined,unfurnished,Low,1,5.98,18,High Floor
flat,puri diplomatic greens,sector 111,4.77,2650,4,5,3+,0,1,12,Relatively New,semifurnished,High,1,18,95.4,High Floor
flat,godrej frontier,sector 80,1.8,1922,3,4,2,0,1,6,Moderately Old,unfurnished,Medium,1,9.37,36,Mid Floor
flat,emaar mgf palm hills,sector 77,1.4,1833,3,4,3+,0,1,5,Relatively New,semifurnished,High,1,7.64,28,Mid Floor
flat,ss the leaf,sector 85,1.39,1200,2,2,3,1,1,8,New Property,semifurnished,High,1,11.58,27.8,Mid Floor
flat,sbtl caladium,sector 109,1.68,1701,3,2,3,0,0,16,Moderately Old,unfurnished,Medium,1,9.88,33.6,High Floor
flat,umang winter hills,sector 77,1.19,1602,3,3,3,0,0,17,Relatively New,semifurnished,Low,1,7.43,23.8,High Floor
house,independent,sector 41,2.12,1200,1,1,0,0,0,1,Undefined,unfurnished,Low,1,17.67,42.4,Low Floor
flat,pyramid urban,sector 67a,0.72,778,2,2,2,0,0,0,Relatively New,unfurnished,Low,1,9.25,14.4,Low Floor
flat,ireo skyon,sector 60,3.86,2400,3,3,3,0,1,5,Relatively New,semifurnished,High,1,16.08,77.2,Mid Floor
flat,eldeco accolade,sector 33,1.55,1492,2,2,2,1,0,0,New Property,unfurnished,Medium,1,10.39,31,Low Floor
flat,ild grand,sector 37,1.55,1647,3,3,3,0,0,7,Under Construction,unfurnished,Low,1,9.41,31,Mid Floor
flat,tata primanti,sector 72,5.15,2701,4,5,3+,0,1,22,Relatively New,semifurnished,High,1,19.07,103,High Floor
house,independent,sector 7,0.58,900,3,2,1,0,0,2,Old Property,unfurnished,Low,1,6.44,11.6,Low Floor
flat,antriksh heights,sector 84,1.16,1833,3,3,3,0,1,18,Relatively New,unfurnished,Medium,1,6.33,23.2,High Floor
flat,paras dews,sector 106,1.55,1145,3,3,3,1,0,12,Relatively New,unfurnished,High,1,13.54,31,High Floor
flat,raheja atharva,sector 109,2.06,3008,4,1,0,0,0,0,New Property,unfurnished,Low,1,6.85,41.2,Low Floor
flat,central park resorts,sector 48,19.32,7444,5,6,3+,1,1,17,Relatively New,furnished,Low,1,25.95,386.4,High Floor
flat,bestech park view residency,sector 2,1.31,1281,2,2,3,0,0,11,Moderately Old,unfurnished,Medium,1,10.23,26.2,High Floor
flat,emaar gurgaon greens,sector 102,2,1315,3,4,3,0,1,7,Relatively New,semifurnished,High,1,15.21,40,Mid Floor
flat,ss the leaf,sector 85,1.61,1730,2,2,3,0,0,10,Relatively New,unfurnished,Low,1,9.31,32.2,Mid Floor
flat,pareena mi casa,sector 68,2.19,1809,4,4,3+,0,0,23,New Property,unfurnished,Medium,1,12.11,43.8,High Floor
flat,smart world gems,sector 89,1.16,1105,2,2,2,0,0,1,Undefined,unfurnished,Low,1,10.5,23.2,Low Floor
flat,m3m merlin,sector 67,3.74,2047,3,3,3,0,0,0,Relatively New,semifurnished,Low,1,18.27,74.8,Low Floor
house,independent,sector 38,2.7,900,2,7,3+,1,0,3,Relatively New,unfurnished,Low,1,30,54,Mid Floor
flat,dlf new town heights,sector 86,1.68,1747,3,3,3,0,1,12,Moderately Old,unfurnished,Medium,1,9.62,33.6,High Floor
flat,experion the heartsong,sector 108,1.16,1161,2,3,3,0,1,7,Relatively New,unfurnished,Medium,1,9.99,23.2,Mid Floor
flat,orris carnation residency,sector 85,1.16,1575,4,4,3,0,0,8,Moderately Old,semifurnished,Low,1,7.37,23.2,Mid Floor
flat,shree kirpalu gi sector 52,sector 52,1.87,1800,3,3,3+,0,0,7,Relatively New,semifurnished,Medium,1,10.39,37.4,Mid Floor
flat,vatika city homes,sector 83,1.36,1468,3,3,3,0,0,8,Moderately Old,semifurnished,Medium,1,9.26,27.2,Mid Floor
flat,la vida by tata housing,sector 113,4.79,2956,5,4,3+,0,0,0,New Property,furnished,Low,1,16.2,95.8,Low Floor
flat,bestech spa signature,sector 81,5.67,3700,4,4,3+,1,1,6,New Property,furnished,Low,1,15.32,113.4,Mid Floor
flat,hcbs sports ville,sohna road,0.39,743,2,2,2,0,0,3,Undefined,unfurnished,Low,1,5.25,7.8,Mid Floor
house,independent,sector 7,2.51,1440,2,2,2,0,0,2,Old Property,unfurnished,Low,1,17.43,50.2,Low Floor
flat,the close south,sector 50,3.99,2450,3,4,3+,0,1,4,Moderately Old,semifurnished,High,1,16.29,79.8,Mid Floor
house,vatika sovereign next,sector 82a,4.96,5140,5,6,3+,0,0,6,Undefined,unfurnished,Medium,1,9.65,99.2,Mid Floor
flat,signature global solera,sector 107,0.66,717,3,2,2,0,0,9,Relatively New,unfurnished,Low,1,9.21,13.2,Mid Floor
flat,ss the leaf,sector 85,2.7,2545,4,5,3+,0,0,9,Relatively New,semifurnished,Medium,1,10.61,54,Mid Floor
flat,mapsko mount ville,sector 79,1.61,1656,3,3,3+,0,0,16,Relatively New,semifurnished,Low,1,9.72,32.2,High Floor
flat,ashiana anmol,sohna road,1.28,1045,2,2,2,0,0,6,Under Construction,unfurnished,Low,1,12.25,25.6,Mid Floor
flat,godrej oasis,sector 88a,1.48,1380,2,2,3,1,0,14,Relatively New,unfurnished,High,1,10.72,29.6,High Floor
flat,tulip monsella,sector 53,7.75,2892,3,3,3,0,0,29,Under Construction,unfurnished,Medium,1,26.8,155,High Floor
house,independent,sector 2,0.51,583,2,2,1,0,0,1,Relatively New,unfurnished,Low,1,8.75,10.2,Low Floor
house,independent,sector 12,0.49,900,3,3,3,0,0,3,Relatively New,unfurnished,Low,1,5.44,9.8,Mid Floor
flat,ild greens,sector 37,1.36,1500,3,3,3,0,0,4,New Property,semifurnished,Low,1,9.07,27.2,Mid Floor
flat,godrej oasis,sector 88a,1.78,2296,3,3,3+,0,1,7,Relatively New,unfurnished,Medium,1,7.75,35.6,Mid Floor
flat,corona gracieux,sector 76,1.39,1774,3,3,3,0,1,1,New Property,unfurnished,Medium,1,7.84,27.8,Low Floor
flat,ss residency,sector 12,0.68,995,3,3,2,0,0,2,Relatively New,semifurnished,Low,1,6.83,13.6,Low Floor
flat,vatika gurgaon,sector 83,1.36,1618,3,3,3,0,0,3,Relatively New,unfurnished,Medium,1,8.41,27.2,Mid Floor
flat,sare green parc 2,sector 92,1.38,2040,4,3,3,1,1,10,Under Construction,unfurnished,Medium,1,6.76,27.6,Mid Floor
flat,experion the heartsong,sector 108,1.55,1550,3,2,3+,0,1,11,Relatively New,semifurnished,High,1,10,31,High Floor
flat,dlf regal gardens,sector 90,1.66,1817,3,3,3+,0,1,12,Relatively New,unfurnished,High,1,9.14,33.2,High Floor
flat,capital residences 360,sector 70a,2.17,1900,3,3,3+,0,1,5,New Property,unfurnished,Medium,1,11.42,43.4,Mid Floor
flat,signature global synera,sector 81,0.4,366,1,1,1,0,0,13,Relatively New,furnished,Medium,1,10.93,8,High Floor
flat,bestech park view grand spa,sector 81,2.86,2407,3,4,3+,0,1,15,Relatively New,semifurnished,High,1,11.88,57.2,High Floor
flat,vatika gurgaon,sector 83,1.52,1618,3,3,2,0,0,14,Relatively New,unfurnished,Low,1,9.39,30.4,High Floor
house,shri shyam residency,sector 104,0.8,900,3,3,1,0,0,2,Moderately Old,furnished,Low,1,8.89,16,Low Floor
flat,experion the heartsong,sector 108,1.55,1275.53,3,3,3+,1,0,10,Relatively New,unfurnished,Medium,1,12.15,31,Mid Floor
flat,gls arawali homes,sohna road,0.33,640,2,2,2,0,0,4,Relatively New,unfurnished,Low,1,5.16,6.6,Mid Floor
flat,assotech blith,sector 99,1.48,1235,2,2,2,0,0,2,New Property,semifurnished,Medium,1,11.98,29.6,Low Floor
flat,elan the presidential,sector 106,5.03,2450,3,3,0,0,0,20,Undefined,unfurnished,Medium,1,20.53,100.6,High Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.51,1465,3,3,3,0,0,12,New Property,unfurnished,Medium,1,17.13,50.2,High Floor
flat,sare homes,sector 92,1.06,1221.18,3,3,3+,0,0,12,Relatively New,unfurnished,Medium,1,8.68,21.2,High Floor
flat,m3m latitude,sector 65,6.05,2380,3,3,3+,0,1,9,Relatively New,semifurnished,Low,1,25.42,121,Mid Floor
flat,rof ananda,sector 95,0.49,716,2,2,2,1,0,5,Relatively New,unfurnished,Medium,1,6.84,9.8,Mid Floor
house,international city by sobha phase 1,sector 109,7.6,2430,4,5,2,0,1,2,Relatively New,semifurnished,Medium,1,31.28,152,Low Floor
flat,m3m merlin,sector 67,4.38,2134,3,4,3+,0,1,16,Relatively New,semifurnished,High,1,20.52,87.6,High Floor
flat,signature global solera,sector 107,0.39,544,2,2,1,0,0,5,Relatively New,unfurnished,Medium,1,7.17,7.8,Mid Floor
flat,ss the leaf,sector 85,1.61,1426,2,2,3+,0,0,17,Relatively New,unfurnished,High,1,11.29,32.2,High Floor
flat,antriksh heights,sector 84,0.78,1086,2,2,2,0,0,14,Relatively New,unfurnished,Medium,1,7.18,15.6,High Floor
house,independent,sector 43,10.11,2700,9,9,3+,1,1,3,Relatively New,furnished,Low,1,37.44,202.2,Mid Floor
flat,signature global solera,sector 107,0.46,608,2,2,2,0,0,8,Relatively New,unfurnished,Low,1,7.57,9.2,Mid Floor
